captured_at,source,event_name,sport,competition,market,selection,odd,url,period,bookmaker_event_id,raw_text,key
2026-06-20T14:38:05Z,lottu,Nova Zelândia x Egito,football,Internacional - Copa do Mundo,Resultado Final 1X2,Egito,1.67,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,21/06 22:00,,21/06 | 22:00 | keyboard_double_arrow_right | +2 | +866 | Nova Zelândia | Egito | 1 | 5.37 | x | 3.75 | 2 | 1.67,lottu|football|Internacional - Copa do Mundo|Nova Zelândia x Egito|Resultado Final 1X2|Egito
2026-06-20T14:38:05Z,lottu,Argentina x Áustria,football,Internacional - Copa do Mundo,Resultado Final 1X2,Argentina,1.62,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,22/06 14:00,,22/06 | 14:00 | keyboard_double_arrow_right | +2 | +826 | Argentina | Áustria | 1 | 1.62 | x | 3.88 | 2 | 5.65,lottu|football|Internacional - Copa do Mundo|Argentina x Áustria|Resultado Final 1X2|Argentina
2026-06-20T14:38:05Z,lottu,Argentina x Áustria,football,Internacional - Copa do Mundo,Resultado Final 1X2,Empate,3.88,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,22/06 14:00,,22/06 | 14:00 | keyboard_double_arrow_right | +2 | +826 | Argentina | Áustria | 1 | 1.62 | x | 3.88 | 2 | 5.65,lottu|football|Internacional - Copa do Mundo|Argentina x Áustria|Resultado Final 1X2|Empate
2026-06-20T14:38:05Z,lottu,Argentina x Áustria,football,Internacional - Copa do Mundo,Resultado Final 1X2,Áustria,5.65,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,22/06 14:00,,22/06 | 14:00 | keyboard_double_arrow_right | +2 | +826 | Argentina | Áustria | 1 | 1.62 | x | 3.88 | 2 | 5.65,lottu|football|Internacional - Copa do Mundo|Argentina x Áustria|Resultado Final 1X2|Áustria
2026-06-20T14:38:05Z,lottu,França x Iraque,football,Internacional - Copa do Mundo,Resultado Final 1X2,França,1.13,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,22/06 18:00,,22/06 | 18:00 | keyboard_double_arrow_right | +2 | +838 | França | Iraque | 1 | 1.13 | x | 8.33 | 2 | 22.58,lottu|football|Internacional - Copa do Mundo|França x Iraque|Resultado Final 1X2|França
2026-06-20T14:38:05Z,lottu,França x Iraque,football,Internacional - Copa do Mundo,Resultado Final 1X2,Empate,8.33,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,22/06 18:00,,22/06 | 18:00 | keyboard_double_arrow_right | +2 | +838 | França | Iraque | 1 | 1.13 | x | 8.33 | 2 | 22.58,lottu|football|Internacional - Copa do Mundo|França x Iraque|Resultado Final 1X2|Empate
2026-06-20T14:38:05Z,lottu,França x Iraque,football,Internacional - Copa do Mundo,Resultado Final 1X2,Iraque,22.58,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,22/06 18:00,,22/06 | 18:00 | keyboard_double_arrow_right | +2 | +838 | França | Iraque | 1 | 1.13 | x | 8.33 | 2 | 22.58,lottu|football|Internacional - Copa do Mundo|França x Iraque|Resultado Final 1X2|Iraque
2026-06-20T14:38:05Z,lottu,Noruega x Senegal,football,Internacional - Copa do Mundo,Resultado Final 1X2,Noruega,2.27,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,22/06 21:00,,22/06 | 21:00 | keyboard_double_arrow_right | +2 | +838 | Noruega | Senegal | 1 | 2.27 | x | 3.46 | 2 | 3.13,lottu|football|Internacional - Copa do Mundo|Noruega x Senegal|Resultado Final 1X2|Noruega
2026-06-20T14:38:05Z,lottu,Noruega x Senegal,football,Internacional - Copa do Mundo,Resultado Final 1X2,Empate,3.46,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,22/06 21:00,,22/06 | 21:00 | keyboard_double_arrow_right | +2 | +838 | Noruega | Senegal | 1 | 2.27 | x | 3.46 | 2 | 3.13,lottu|football|Internacional - Copa do Mundo|Noruega x Senegal|Resultado Final 1X2|Empate
2026-06-20T14:38:05Z,lottu,Noruega x Senegal,football,Internacional - Copa do Mundo,Resultado Final 1X2,Senegal,3.13,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,22/06 21:00,,22/06 | 21:00 | keyboard_double_arrow_right | +2 | +838 | Noruega | Senegal | 1 | 2.27 | x | 3.46 | 2 | 3.13,lottu|football|Internacional - Copa do Mundo|Noruega x Senegal|Resultado Final 1X2|Senegal
2026-06-20T14:38:05Z,lottu,Jordânia x Argélia,football,Internacional - Copa do Mundo,Resultado Final 1X2,Jordânia,5.54,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,23/06 00:00,,23/06 | 00:00 | keyboard_double_arrow_right | +2 | +826 | Jordânia | Argélia | 1 | 5.54 | x | 3.93 | 2 | 1.62,lottu|football|Internacional - Copa do Mundo|Jordânia x Argélia|Resultado Final 1X2|Jordânia
2026-06-20T14:38:05Z,lottu,Jordânia x Argélia,football,Internacional - Copa do Mundo,Resultado Final 1X2,Empate,3.93,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,23/06 00:00,,23/06 | 00:00 | keyboard_double_arrow_right | +2 | +826 | Jordânia | Argélia | 1 | 5.54 | x | 3.93 | 2 | 1.62,lottu|football|Internacional - Copa do Mundo|Jordânia x Argélia|Resultado Final 1X2|Empate
2026-06-20T14:38:05Z,lottu,Jordânia x Argélia,football,Internacional - Copa do Mundo,Resultado Final 1X2,Argélia,1.62,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,23/06 00:00,,23/06 | 00:00 | keyboard_double_arrow_right | +2 | +826 | Jordânia | Argélia | 1 | 5.54 | x | 3.93 | 2 | 1.62,lottu|football|Internacional - Copa do Mundo|Jordânia x Argélia|Resultado Final 1X2|Argélia
2026-06-20T14:52:02Z,lottu,Holanda x Suécia,football,Internacional - Copa do Mundo,Resultado Final 1X2,Holanda,1.80,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,20/06 14:00,,20/06 | 14:00 | keyboard_double_arrow_right | +2 | +903 | Holanda | Suécia | 1 | 1.80 | x | 3.83 | 2 | 4.27,lottu|football|Internacional - Copa do Mundo|Holanda x Suécia|Resultado Final 1X2|Holanda
2026-06-20T14:52:02Z,lottu,Holanda x Suécia,football,Internacional - Copa do Mundo,Resultado Final 1X2,Empate,3.83,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,20/06 14:00,,20/06 | 14:00 | keyboard_double_arrow_right | +2 | +903 | Holanda | Suécia | 1 | 1.80 | x | 3.83 | 2 | 4.27,lottu|football|Internacional - Copa do Mundo|Holanda x Suécia|Resultado Final 1X2|Empate
2026-06-20T14:52:02Z,lottu,Holanda x Suécia,football,Internacional - Copa do Mundo,Resultado Final 1X2,Suécia,4.27,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,20/06 14:00,,20/06 | 14:00 | keyboard_double_arrow_right | +2 | +903 | Holanda | Suécia | 1 | 1.80 | x | 3.83 | 2 | 4.27,lottu|football|Internacional - Copa do Mundo|Holanda x Suécia|Resultado Final 1X2|Suécia
2026-06-20T14:52:02Z,lottu,Alemanha x Costa do Marfim,football,Internacional - Copa do Mundo,Resultado Final 1X2,Alemanha,1.53,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,20/06 17:00,,20/06 | 17:00 | keyboard_double_arrow_right | +2 | +956 | Alemanha | Costa do Marfim | 1 | 1.53 | x | 4.41 | 2 | 5.77,lottu|football|Internacional - Copa do Mundo|Alemanha x Costa do Marfim|Resultado Final 1X2|Alemanha
2026-06-20T14:52:02Z,lottu,Alemanha x Costa do Marfim,football,Internacional - Copa do Mundo,Resultado Final 1X2,Empate,4.41,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,20/06 17:00,,20/06 | 17:00 | keyboard_double_arrow_right | +2 | +956 | Alemanha | Costa do Marfim | 1 | 1.53 | x | 4.41 | 2 | 5.77,lottu|football|Internacional - Copa do Mundo|Alemanha x Costa do Marfim|Resultado Final 1X2|Empate
2026-06-20T14:52:02Z,lottu,Alemanha x Costa do Marfim,football,Internacional - Copa do Mundo,Resultado Final 1X2,Costa do Marfim,5.77,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,20/06 17:00,,20/06 | 17:00 | keyboard_double_arrow_right | +2 | +956 | Alemanha | Costa do Marfim | 1 | 1.53 | x | 4.41 | 2 | 5.77,lottu|football|Internacional - Copa do Mundo|Alemanha x Costa do Marfim|Resultado Final 1X2|Costa do Marfim
2026-06-20T14:52:02Z,lottu,Equador x Curaçao,football,Internacional - Copa do Mundo,Resultado Final 1X2,Equador,1.16,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,20/06 21:00,,20/06 | 21:00 | keyboard_double_arrow_right | +2 | +956 | Equador | Curaçao | 1 | 1.16 | x | 7.47 | 2 | 18.70,lottu|football|Internacional - Copa do Mundo|Equador x Curaçao|Resultado Final 1X2|Equador
2026-06-20T14:52:02Z,lottu,Equador x Curaçao,football,Internacional - Copa do Mundo,Resultado Final 1X2,Empate,7.47,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,20/06 21:00,,20/06 | 21:00 | keyboard_double_arrow_right | +2 | +956 | Equador | Curaçao | 1 | 1.16 | x | 7.47 | 2 | 18.70,lottu|football|Internacional - Copa do Mundo|Equador x Curaçao|Resultado Final 1X2|Empate
2026-06-20T14:52:02Z,lottu,Equador x Curaçao,football,Internacional - Copa do Mundo,Resultado Final 1X2,Curaçao,18.70,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,20/06 21:00,,20/06 | 21:00 | keyboard_double_arrow_right | +2 | +956 | Equador | Curaçao | 1 | 1.16 | x | 7.47 | 2 | 18.70,lottu|football|Internacional - Copa do Mundo|Equador x Curaçao|Resultado Final 1X2|Curaçao
2026-06-20T14:52:02Z,lottu,Tunísia x Japão,football,Internacional - Copa do Mundo,Resultado Final 1X2,Tunísia,5.93,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,21/06 01:00,,21/06 | 01:00 | keyboard_double_arrow_right | +2 | +928 | Tunísia | Japão | 1 | 5.93 | x | 3.76 | 2 | 1.62,lottu|football|Internacional - Copa do Mundo|Tunísia x Japão|Resultado Final 1X2|Tunísia
2026-06-20T14:52:02Z,lottu,Tunísia x Japão,football,Internacional - Copa do Mundo,Resultado Final 1X2,Empate,3.76,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,21/06 01:00,,21/06 | 01:00 | keyboard_double_arrow_right | +2 | +928 | Tunísia | Japão | 1 | 5.93 | x | 3.76 | 2 | 1.62,lottu|football|Internacional - Copa do Mundo|Tunísia x Japão|Resultado Final 1X2|Empate
2026-06-20T14:52:02Z,lottu,Tunísia x Japão,football,Internacional - Copa do Mundo,Resultado Final 1X2,Japão,1.62,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,21/06 01:00,,21/06 | 01:00 | keyboard_double_arrow_right | +2 | +928 | Tunísia | Japão | 1 | 5.93 | x | 3.76 | 2 | 1.62,lottu|football|Internacional - Copa do Mundo|Tunísia x Japão|Resultado Final 1X2|Japão
2026-06-20T14:52:02Z,lottu,Espanha x Arábia Saudita,football,Internacional - Copa do Mundo,Resultado Final 1X2,Espanha,1.14,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,21/06 13:00,,21/06 | 13:00 | keyboard_double_arrow_right | +2 | +887 | Espanha | Arábia Saudita | 1 | 1.14 | x | 7.88 | 2 | 22.11,lottu|football|Internacional - Copa do Mundo|Espanha x Arábia Saudita|Resultado Final 1X2|Espanha
2026-06-20T14:52:02Z,lottu,Espanha x Arábia Saudita,football,Internacional - Copa do Mundo,Resultado Final 1X2,Empate,7.88,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,21/06 13:00,,21/06 | 13:00 | keyboard_double_arrow_right | +2 | +887 | Espanha | Arábia Saudita | 1 | 1.14 | x | 7.88 | 2 | 22.11,lottu|football|Internacional - Copa do Mundo|Espanha x Arábia Saudita|Resultado Final 1X2|Empate
2026-06-20T14:52:02Z,lottu,Espanha x Arábia Saudita,football,Internacional - Copa do Mundo,Resultado Final 1X2,Arábia Saudita,22.11,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,21/06 13:00,,21/06 | 13:00 | keyboard_double_arrow_right | +2 | +887 | Espanha | Arábia Saudita | 1 | 1.14 | x | 7.88 | 2 | 22.11,lottu|football|Internacional - Copa do Mundo|Espanha x Arábia Saudita|Resultado Final 1X2|Arábia Saudita
2026-06-20T14:52:02Z,lottu,Bélgica x Irã,football,Internacional - Copa do Mundo,Resultado Final 1X2,Bélgica,1.49,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,21/06 16:00,,21/06 | 16:00 | keyboard_double_arrow_right | +2 | +879 | Bélgica | Irã | 1 | 1.49 | x | 4.31 | 2 | 6.70,lottu|football|Internacional - Copa do Mundo|Bélgica x Irã|Resultado Final 1X2|Bélgica
2026-06-20T14:52:02Z,lottu,Bélgica x Irã,football,Internacional - Copa do Mundo,Resultado Final 1X2,Empate,4.31,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,21/06 16:00,,21/06 | 16:00 | keyboard_double_arrow_right | +2 | +879 | Bélgica | Irã | 1 | 1.49 | x | 4.31 | 2 | 6.70,lottu|football|Internacional - Copa do Mundo|Bélgica x Irã|Resultado Final 1X2|Empate
2026-06-20T14:52:02Z,lottu,Bélgica x Irã,football,Internacional - Copa do Mundo,Resultado Final 1X2,Irã,6.70,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,21/06 16:00,,21/06 | 16:00 | keyboard_double_arrow_right | +2 | +879 | Bélgica | Irã | 1 | 1.49 | x | 4.31 | 2 | 6.70,lottu|football|Internacional - Copa do Mundo|Bélgica x Irã|Resultado Final 1X2|Irã
2026-06-20T14:52:02Z,lottu,Uruguai x Cabo Verde,football,Internacional - Copa do Mundo,Resultado Final 1X2,Uruguai,1.51,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,21/06 19:00,,21/06 | 19:00 | keyboard_double_arrow_right | +2 | +855 | Uruguai | Cabo Verde | 1 | 1.51 | x | 3.89 | 2 | 7.50,lottu|football|Internacional - Copa do Mundo|Uruguai x Cabo Verde|Resultado Final 1X2|Uruguai
2026-06-20T14:52:02Z,lottu,Uruguai x Cabo Verde,football,Internacional - Copa do Mundo,Resultado Final 1X2,Empate,3.89,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,21/06 19:00,,21/06 | 19:00 | keyboard_double_arrow_right | +2 | +855 | Uruguai | Cabo Verde | 1 | 1.51 | x | 3.89 | 2 | 7.50,lottu|football|Internacional - Copa do Mundo|Uruguai x Cabo Verde|Resultado Final 1X2|Empate
2026-06-20T14:52:02Z,lottu,Uruguai x Cabo Verde,football,Internacional - Copa do Mundo,Resultado Final 1X2,Cabo Verde,7.50,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,21/06 19:00,,21/06 | 19:00 | keyboard_double_arrow_right | +2 | +855 | Uruguai | Cabo Verde | 1 | 1.51 | x | 3.89 | 2 | 7.50,lottu|football|Internacional - Copa do Mundo|Uruguai x Cabo Verde|Resultado Final 1X2|Cabo Verde
2026-06-20T14:52:02Z,lottu,Nova Zelândia x Egito,football,Internacional - Copa do Mundo,Resultado Final 1X2,Nova Zelândia,5.37,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,21/06 22:00,,21/06 | 22:00 | keyboard_double_arrow_right | +2 | +866 | Nova Zelândia | Egito | 1 | 5.37 | x | 3.75 | 2 | 1.67,lottu|football|Internacional - Copa do Mundo|Nova Zelândia x Egito|Resultado Final 1X2|Nova Zelândia
2026-06-20T14:52:02Z,lottu,Nova Zelândia x Egito,football,Internacional - Copa do Mundo,Resultado Final 1X2,Empate,3.75,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,21/06 22:00,,21/06 | 22:00 | keyboard_double_arrow_right | +2 | +866 | Nova Zelândia | Egito | 1 | 5.37 | x | 3.75 | 2 | 1.67,lottu|football|Internacional - Copa do Mundo|Nova Zelândia x Egito|Resultado Final 1X2|Empate
2026-06-20T14:52:02Z,lottu,Nova Zelândia x Egito,football,Internacional - Copa do Mundo,Resultado Final 1X2,Egito,1.67,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,21/06 22:00,,21/06 | 22:00 | keyboard_double_arrow_right | +2 | +866 | Nova Zelândia | Egito | 1 | 5.37 | x | 3.75 | 2 | 1.67,lottu|football|Internacional - Copa do Mundo|Nova Zelândia x Egito|Resultado Final 1X2|Egito
2026-06-20T14:52:02Z,lottu,Argentina x Áustria,football,Internacional - Copa do Mundo,Resultado Final 1X2,Argentina,1.62,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,22/06 14:00,,22/06 | 14:00 | keyboard_double_arrow_right | +2 | +826 | Argentina | Áustria | 1 | 1.62 | x | 3.88 | 2 | 5.65,lottu|football|Internacional - Copa do Mundo|Argentina x Áustria|Resultado Final 1X2|Argentina
2026-06-20T14:52:02Z,lottu,Argentina x Áustria,football,Internacional - Copa do Mundo,Resultado Final 1X2,Empate,3.88,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,22/06 14:00,,22/06 | 14:00 | keyboard_double_arrow_right | +2 | +826 | Argentina | Áustria | 1 | 1.62 | x | 3.88 | 2 | 5.65,lottu|football|Internacional - Copa do Mundo|Argentina x Áustria|Resultado Final 1X2|Empate
2026-06-20T14:52:02Z,lottu,Argentina x Áustria,football,Internacional - Copa do Mundo,Resultado Final 1X2,Áustria,5.65,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,22/06 14:00,,22/06 | 14:00 | keyboard_double_arrow_right | +2 | +826 | Argentina | Áustria | 1 | 1.62 | x | 3.88 | 2 | 5.65,lottu|football|Internacional - Copa do Mundo|Argentina x Áustria|Resultado Final 1X2|Áustria
2026-06-20T14:52:02Z,lottu,França x Iraque,football,Internacional - Copa do Mundo,Resultado Final 1X2,França,1.13,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,22/06 18:00,,22/06 | 18:00 | keyboard_double_arrow_right | +2 | +838 | França | Iraque | 1 | 1.13 | x | 8.33 | 2 | 22.58,lottu|football|Internacional - Copa do Mundo|França x Iraque|Resultado Final 1X2|França
2026-06-20T14:52:02Z,lottu,França x Iraque,football,Internacional - Copa do Mundo,Resultado Final 1X2,Empate,8.33,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,22/06 18:00,,22/06 | 18:00 | keyboard_double_arrow_right | +2 | +838 | França | Iraque | 1 | 1.13 | x | 8.33 | 2 | 22.58,lottu|football|Internacional - Copa do Mundo|França x Iraque|Resultado Final 1X2|Empate
2026-06-20T14:52:02Z,lottu,França x Iraque,football,Internacional - Copa do Mundo,Resultado Final 1X2,Iraque,22.58,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,22/06 18:00,,22/06 | 18:00 | keyboard_double_arrow_right | +2 | +838 | França | Iraque | 1 | 1.13 | x | 8.33 | 2 | 22.58,lottu|football|Internacional - Copa do Mundo|França x Iraque|Resultado Final 1X2|Iraque
2026-06-20T14:52:02Z,lottu,Noruega x Senegal,football,Internacional - Copa do Mundo,Resultado Final 1X2,Noruega,2.27,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,22/06 21:00,,22/06 | 21:00 | keyboard_double_arrow_right | +2 | +838 | Noruega | Senegal | 1 | 2.27 | x | 3.46 | 2 | 3.13,lottu|football|Internacional - Copa do Mundo|Noruega x Senegal|Resultado Final 1X2|Noruega
2026-06-20T14:52:02Z,lottu,Noruega x Senegal,football,Internacional - Copa do Mundo,Resultado Final 1X2,Empate,3.46,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,22/06 21:00,,22/06 | 21:00 | keyboard_double_arrow_right | +2 | +838 | Noruega | Senegal | 1 | 2.27 | x | 3.46 | 2 | 3.13,lottu|football|Internacional - Copa do Mundo|Noruega x Senegal|Resultado Final 1X2|Empate
2026-06-20T14:52:02Z,lottu,Noruega x Senegal,football,Internacional - Copa do Mundo,Resultado Final 1X2,Senegal,3.13,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,22/06 21:00,,22/06 | 21:00 | keyboard_double_arrow_right | +2 | +838 | Noruega | Senegal | 1 | 2.27 | x | 3.46 | 2 | 3.13,lottu|football|Internacional - Copa do Mundo|Noruega x Senegal|Resultado Final 1X2|Senegal
2026-06-20T14:52:02Z,lottu,Jordânia x Argélia,football,Internacional - Copa do Mundo,Resultado Final 1X2,Jordânia,5.54,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,23/06 00:00,,23/06 | 00:00 | keyboard_double_arrow_right | +2 | +826 | Jordânia | Argélia | 1 | 5.54 | x | 3.93 | 2 | 1.62,lottu|football|Internacional - Copa do Mundo|Jordânia x Argélia|Resultado Final 1X2|Jordânia
2026-06-20T14:52:02Z,lottu,Jordânia x Argélia,football,Internacional - Copa do Mundo,Resultado Final 1X2,Empate,3.93,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,23/06 00:00,,23/06 | 00:00 | keyboard_double_arrow_right | +2 | +826 | Jordânia | Argélia | 1 | 5.54 | x | 3.93 | 2 | 1.62,lottu|football|Internacional - Copa do Mundo|Jordânia x Argélia|Resultado Final 1X2|Empate
2026-06-20T14:52:02Z,lottu,Jordânia x Argélia,football,Internacional - Copa do Mundo,Resultado Final 1X2,Argélia,1.62,https://www.lottu.bet.br/s/CLE?group_type=LEAGUE&identifier=sr:tournament:16&name=Copa%20do%20Mundo,23/06 00:00,,23/06 | 00:00 | keyboard_double_arrow_right | +2 | +826 | Jordânia | Argélia | 1 | 5.54 | x | 3.93 | 2 | 1.62,lottu|football|Internacional - Copa do Mundo|Jordânia x Argélia|Resultado Final 1X2|Argélia
